0.00000 <init Client> [INFO]:	(Logging enabled)
128.59120 <pathGenerator> [DEBUG]:	(Target: (157.50, 392.50))
128.59120 <pathGenerator> [DEBUG]:	(From:   (325.00, 231.00))
128.59120 <pathGenerator> [DEBUG]:	(Angle to target: 2.17 rad)
128.59120 <pathGenerator> [DEBUG]:	(Rotation applied: -1.09 rad)
128.59120 <pathGenerator> [DEBUG]:	(Movement: 286.23 px)
128.59421 <client sender> [STATUS]:	(create rotate -1.0883865719032635)
128.59421 <client sender> [COMMAND]:	(sending command rotate 20.786652349589634)
128.59421 <client sender> [STATUS]:	(has ball False)
128.93145 <client reciever> [RESPONSE]:	(modified OK)
128.93145 <client Loop> [FPS]:	(2.6887908497989)
128.93145 <client Loop> [STATUS]:	(generating frame)
128.96399 <pathGenerator> [DEBUG]:	(adjusted target)
128.96399 <pathGenerator> [DEBUG]:	(Target: (157.50, 392.50))
128.96399 <pathGenerator> [DEBUG]:	(From:   (323.00, 231.00))
128.96399 <pathGenerator> [DEBUG]:	(Angle to target: 2.16 rad)
128.96399 <pathGenerator> [DEBUG]:	(Rotation applied: -1.14 rad)
128.96399 <pathGenerator> [DEBUG]:	(Movement: 284.38 px)
128.96699 <client sender> [STATUS]:	(create rotate -1.1434248824532198)
128.96699 <client sender> [COMMAND]:	(sending command rotate 21.837806651603916)
128.96699 <client sender> [STATUS]:	(has ball False)
129.25085 <client reciever> [RESPONSE]:	(modified OK)
129.25085 <client Loop> [FPS]:	(3.1309047315484837)
129.25085 <client Loop> [STATUS]:	(generating frame)
129.28350 <pathGenerator> [DEBUG]:	(adjusted target)
129.28368 <pathGenerator> [DEBUG]:	(Target: (157.50, 392.50))
129.28368 <pathGenerator> [DEBUG]:	(From:   (318.00, 237.00))
129.28368 <pathGenerator> [DEBUG]:	(Angle to target: 2.14 rad)
129.28368 <pathGenerator> [DEBUG]:	(Rotation applied: -1.46 rad)
129.28368 <pathGenerator> [DEBUG]:	(Movement: 274.74 px)
129.28673 <client sender> [STATUS]:	(create rotate -1.4580990403862213)
129.28673 <client sender> [COMMAND]:	(sending command rotate 27.84764037540195)
129.28673 <client sender> [STATUS]:	(has ball False)
129.56861 <client reciever> [RESPONSE]:	(modified OK)
129.56861 <client Loop> [FPS]:	(3.1470647157380096)
129.56861 <client Loop> [STATUS]:	(generating frame)
129.60373 <pathGenerator> [DEBUG]:	(adjusted target)
129.60373 <pathGenerator> [DEBUG]:	(Target: (157.50, 392.50))
129.60373 <pathGenerator> [DEBUG]:	(From:   (272.00, 211.00))
129.60373 <pathGenerator> [DEBUG]:	(Angle to target: 2.45 rad)
129.60373 <pathGenerator> [DEBUG]:	(Rotation applied: 1.01 rad)
129.60373 <pathGenerator> [DEBUG]:	(Movement: 288.03 px)
129.60677 <client sender> [STATUS]:	(create rotate 1.0096620290571021)
129.60677 <client sender> [COMMAND]:	(sending command rotate -19.28312433319568)
129.60677 <client sender> [STATUS]:	(has ball False)
129.95298 <client reciever> [RESPONSE]:	(modified OK)
129.95350 <client Loop> [FPS]:	(2.598096106483248)
129.95350 <client Loop> [STATUS]:	(generating frame)
129.98533 <pathGenerator> [DEBUG]:	(adjusted target)
129.98533 <pathGenerator> [DEBUG]:	(Target: (157.50, 392.50))
129.98533 <pathGenerator> [DEBUG]:	(From:   (281.00, 199.00))
129.98533 <pathGenerator> [DEBUG]:	(Angle to target: 2.46 rad)
129.98533 <pathGenerator> [DEBUG]:	(Rotation applied: 1.20 rad)
129.98533 <pathGenerator> [DEBUG]:	(Movement: 308.40 px)
129.98882 <client sender> [STATUS]:	(create rotate 1.1995949846119833)
129.98882 <client sender> [COMMAND]:	(sending command rotate -22.910576581109193)
129.98882 <client sender> [STATUS]:	(has ball False)
130.26637 <client reciever> [RESPONSE]:	(modified OK)
130.26637 <client Loop> [FPS]:	(3.19623246828956)
130.26637 <client Loop> [STATUS]:	(generating frame)
130.30068 <pathGenerator> [DEBUG]:	(adjusted target)
130.30068 <pathGenerator> [DEBUG]:	(Target: (157.50, 392.50))
130.30068 <pathGenerator> [DEBUG]:	(From:   (321.00, 234.00))
130.30068 <pathGenerator> [DEBUG]:	(Angle to target: 2.16 rad)
130.30068 <pathGenerator> [DEBUG]:	(Rotation applied: -1.12 rad)
130.30068 <pathGenerator> [DEBUG]:	(Movement: 282.03 px)
130.30371 <client sender> [STATUS]:	(create rotate -1.1193401164831096)
130.30377 <client sender> [COMMAND]:	(sending command rotate 21.37782150472138)
130.30377 <client sender> [STATUS]:	(has ball False)
130.55993 <client reciever> [RESPONSE]:	(modified OK)
130.55993 <client Loop> [FPS]:	(3.4064361871471176)
130.55993 <client Loop> [STATUS]:	(generating frame)
130.59292 <pathGenerator> [DEBUG]:	(adjusted target)
130.59292 <pathGenerator> [DEBUG]:	(Target: (157.50, 392.50))
130.59292 <pathGenerator> [DEBUG]:	(From:   (322.00, 233.00))
130.59292 <pathGenerator> [DEBUG]:	(Angle to target: 2.16 rad)
130.59292 <pathGenerator> [DEBUG]:	(Rotation applied: -1.11 rad)
130.59292 <pathGenerator> [DEBUG]:	(Movement: 282.72 px)
130.59613 <client sender> [STATUS]:	(create rotate -1.1074902478354565)
130.59613 <client sender> [COMMAND]:	(sending command rotate 21.151505684289738)
130.59613 <client sender> [STATUS]:	(has ball False)
130.95578 <client reciever> [RESPONSE]:	(modified OK)
130.95657 <client Loop> [FPS]:	(2.5211941683727876)
130.95657 <client Loop> [STATUS]:	(generating frame)
130.99138 <pathGenerator> [DEBUG]:	(adjusted target)
130.99138 <pathGenerator> [DEBUG]:	(Target: (157.50, 392.50))
130.99138 <pathGenerator> [DEBUG]:	(From:   (283.00, 198.00))
130.99138 <pathGenerator> [DEBUG]:	(Angle to target: 2.46 rad)
130.99138 <pathGenerator> [DEBUG]:	(Rotation applied: 1.24 rad)
130.99138 <pathGenerator> [DEBUG]:	(Movement: 308.99 px)
130.99462 <client sender> [STATUS]:	(create rotate 1.2409891623675229)
130.99472 <client sender> [COMMAND]:	(sending command rotate -23.701147141711434)
130.99472 <client sender> [STATUS]:	(has ball False)
131.23903 <client reciever> [RESPONSE]:	(modified OK)
131.23990 <client Loop> [FPS]:	(3.529516110980678)
131.23990 <client Loop> [STATUS]:	(generating frame)
131.27625 <pathGenerator> [DEBUG]:	(adjusted target)
131.27625 <pathGenerator> [DEBUG]:	(Target: (157.50, 392.50))
131.27625 <pathGenerator> [DEBUG]:	(From:   (279.00, 201.00))
131.27625 <pathGenerator> [DEBUG]:	(Angle to target: 2.53 rad)
131.27625 <pathGenerator> [DEBUG]:	(Rotation applied: 1.32 rad)
131.27625 <pathGenerator> [DEBUG]:	(Movement: 314.38 px)
131.27950 <client sender> [STATUS]:	(create rotate 1.3151566203504785)
131.27961 <client sender> [COMMAND]:	(sending command rotate -25.117641248257176)
131.27961 <client sender> [STATUS]:	(has ball False)
131.60380 <client reciever> [RESPONSE]:	(modified OK)
131.60451 <client Loop> [FPS]:	(2.74263892839511)
131.60451 <client Loop> [STATUS]:	(generating frame)
131.63736 <pathGenerator> [DEBUG]:	(adjusted target)
131.63736 <pathGenerator> [DEBUG]:	(Target: (157.50, 392.50))
131.63736 <pathGenerator> [DEBUG]:	(From:   (288.00, 193.00))
131.63736 <pathGenerator> [DEBUG]:	(Angle to target: 2.54 rad)
131.63736 <pathGenerator> [DEBUG]:	(Rotation applied: 1.48 rad)
131.63736 <pathGenerator> [DEBUG]:	(Movement: 318.28 px)
131.64050 <client sender> [STATUS]:	(create rotate 1.4773413763608652)
131.64050 <client sender> [COMMAND]:	(sending command rotate -28.2151419218419)
131.64050 <client sender> [STATUS]:	(has ball False)
131.93257 <client reciever> [RESPONSE]:	(modified OK)
131.93257 <client Loop> [FPS]:	(3.048236998147498)
131.93257 <client Loop> [STATUS]:	(generating frame)
131.96763 <pathGenerator> [DEBUG]:	(adjusted target)
131.96763 <pathGenerator> [DEBUG]:	(Target: (157.50, 392.50))
131.96763 <pathGenerator> [DEBUG]:	(From:   (288.00, 193.00))
131.96763 <pathGenerator> [DEBUG]:	(Angle to target: 2.45 rad)
131.96763 <pathGenerator> [DEBUG]:	(Rotation applied: 1.34 rad)
131.96763 <pathGenerator> [DEBUG]:	(Movement: 311.17 px)
131.97103 <client sender> [STATUS]:	(create rotate 1.3387561451025007)
131.97103 <client sender> [COMMAND]:	(sending command rotate -25.56835897052564)
131.97103 <client sender> [STATUS]:	(has ball False)
132.29084 <client reciever> [RESPONSE]:	(modified OK)
132.29141 <client Loop> [FPS]:	(2.786716683077471)
132.29141 <client Loop> [STATUS]:	(generating frame)
132.32547 <pathGenerator> [DEBUG]:	(adjusted target)
132.32547 <pathGenerator> [DEBUG]:	(Target: (157.50, 392.50))
132.32547 <pathGenerator> [DEBUG]:	(From:   (274.00, 209.00))
132.32547 <pathGenerator> [DEBUG]:	(Angle to target: 2.53 rad)
132.32547 <pathGenerator> [DEBUG]:	(Rotation applied: 1.21 rad)
132.32547 <pathGenerator> [DEBUG]:	(Movement: 305.01 px)
132.32848 <client sender> [STATUS]:	(create rotate 1.2054679301584645)
132.32848 <client sender> [COMMAND]:	(sending command rotate -23.022741578817033)
132.32848 <client sender> [STATUS]:	(has ball False)
132.62175 <client reciever> [RESPONSE]:	(modified OK)
132.62175 <client Loop> [FPS]:	(3.0271718419806692)
132.62175 <client Loop> [STATUS]:	(generating frame)
132.65607 <pathGenerator> [DEBUG]:	(adjusted target)
132.65607 <pathGenerator> [DEBUG]:	(Target: (157.50, 392.50))
132.65607 <pathGenerator> [DEBUG]:	(From:   (262.00, 229.00))
132.65607 <pathGenerator> [DEBUG]:	(Angle to target: 2.52 rad)
132.65607 <pathGenerator> [DEBUG]:	(Rotation applied: 0.90 rad)
132.65607 <pathGenerator> [DEBUG]:	(Movement: 272.96 px)
132.65956 <client sender> [STATUS]:	(create rotate 0.9004790036965691)
132.65956 <client sender> [COMMAND]:	(sending command rotate -17.197882150652887)
132.65956 <client sender> [STATUS]:	(has ball False)
132.90204 <client reciever> [RESPONSE]:	(modified OK)
132.90258 <client Loop> [FPS]:	(3.560952914607848)
132.90258 <client Loop> [STATUS]:	(generating frame)
132.93574 <pathGenerator> [DEBUG]:	(adjusted target)
132.93574 <pathGenerator> [DEBUG]:	(Target: (157.50, 392.50))
132.93574 <pathGenerator> [DEBUG]:	(From:   (258.00, 250.00))
132.93574 <pathGenerator> [DEBUG]:	(Angle to target: 2.50 rad)
132.93574 <pathGenerator> [DEBUG]:	(Rotation applied: 0.63 rad)
132.93574 <pathGenerator> [DEBUG]:	(Movement: 228.91 px)
132.93831 <client sender> [STATUS]:	(create rotate 0.6320946546355022)
132.93831 <client sender> [COMMAND]:	(sending command rotate -12.072118654464552)
132.93831 <client sender> [STATUS]:	(has ball False)
133.16686 <client reciever> [RESPONSE]:	(modified OK)
133.16741 <client Loop> [FPS]:	(3.7759818506731726)
133.16741 <client Loop> [STATUS]:	(generating frame)
133.20288 <pathGenerator> [DEBUG]:	(adjusted target)
133.20288 <pathGenerator> [DEBUG]:	(Target: (157.50, 392.50))
133.20288 <pathGenerator> [DEBUG]:	(From:   (258.00, 265.00))
133.20288 <pathGenerator> [DEBUG]:	(Angle to target: 2.48 rad)
133.20288 <pathGenerator> [DEBUG]:	(Rotation applied: 0.45 rad)
133.20288 <pathGenerator> [DEBUG]:	(Movement: 195.97 px)
133.20631 <client sender> [STATUS]:	(create rotate 0.44778797364863854)
133.20631 <client sender> [COMMAND]:	(sending command rotate -8.552120335594104)
133.20631 <client sender> [STATUS]:	(has ball False)
133.36451 <client reciever> [RESPONSE]:	(modified OK)
133.36451 <client Loop> [FPS]:	(5.073642318416326)
133.36451 <client Loop> [STATUS]:	(generating frame)
133.39852 <pathGenerator> [DEBUG]:	(adjusted target)
133.39852 <pathGenerator> [DEBUG]:	(Target: (157.50, 392.50))
133.39852 <pathGenerator> [DEBUG]:	(From:   (262.00, 280.00))
133.39852 <pathGenerator> [DEBUG]:	(Angle to target: 2.47 rad)
133.39852 <pathGenerator> [DEBUG]:	(Rotation applied: 0.25 rad)
133.39852 <pathGenerator> [DEBUG]:	(Movement: 166.36 px)
133.40084 <client sender> [STATUS]:	(create rotate 0.2537711619538965)
133.40084 <client sender> [COMMAND]:	(sending command rotate -4.846672180696387)
133.40084 <client sender> [STATUS]:	(has ball False)
133.53040 <client reciever> [RESPONSE]:	(modified OK)
133.53040 <client Loop> [FPS]:	(6.028048370360363)
133.53040 <client Loop> [STATUS]:	(generating frame)
133.56275 <pathGenerator> [DEBUG]:	(adjusted target)
133.56275 <pathGenerator> [DEBUG]:	(Target: (157.50, 392.50))
133.56275 <pathGenerator> [DEBUG]:	(From:   (265.00, 289.00))
133.56275 <pathGenerator> [DEBUG]:	(Angle to target: 2.46 rad)
133.56275 <pathGenerator> [DEBUG]:	(Rotation applied: 0.14 rad)
133.56275 <pathGenerator> [DEBUG]:	(Movement: 153.61 px)
133.56578 <client sender> [STATUS]:	(create rotate 0.1422886500467757)
133.56578 <client sender> [COMMAND]:	(sending command rotate -2.717513040098064)
133.56578 <client sender> [STATUS]:	(has ball False)
133.63475 <client reciever> [RESPONSE]:	(modified OK)
133.63475 <client Loop> [FPS]:	(9.58266563398881)
133.63579 <client Loop> [STATUS]:	(generating frame)
133.66976 <pathGenerator> [DEBUG]:	(adjusted target)
133.66976 <pathGenerator> [DEBUG]:	(Target: (157.50, 392.50))
133.66976 <pathGenerator> [DEBUG]:	(From:   (268.00, 295.00))
133.66976 <pathGenerator> [DEBUG]:	(Angle to target: 2.46 rad)
133.66976 <pathGenerator> [DEBUG]:	(Rotation applied: 0.06 rad)
133.66976 <pathGenerator> [DEBUG]:	(Movement: 147.37 px)
133.67277 <client sender> [STATUS]:	(create movement 147.36519263381024)
133.67277 <client sender> [COMMAND]:	(sending command drive 1.4736519263381025)
133.67277 <client sender> [STATUS]:	(has ball False)
133.76644 <client reciever> [RESPONSE]:	(modified OK)
133.76644 <client Loop> [FPS]:	(7.653881316868523)
133.76748 <client Loop> [STATUS]:	(generating frame)
133.80312 <pathGenerator> [DEBUG]:	(adjusted target)
133.80312 <pathGenerator> [DEBUG]:	(Target: (157.50, 392.50))
133.80312 <pathGenerator> [DEBUG]:	(From:   (270.00, 297.00))
133.80312 <pathGenerator> [DEBUG]:	(Angle to target: 2.45 rad)
133.80312 <pathGenerator> [DEBUG]:	(Rotation applied: 0.02 rad)
133.80312 <pathGenerator> [DEBUG]:	(Movement: 147.57 px)
133.80620 <client sender> [STATUS]:	(create movement 147.5686281023172)
133.80620 <client sender> [COMMAND]:	(sending command drive 1.4756862810231721)
133.80620 <client sender> [STATUS]:	(has ball False)
135.27033 <client reciever> [RESPONSE]:	(modified OK)
135.27033 <client Loop> [FPS]:	(0.6654018496323025)
135.27033 <client Loop> [STATUS]:	(generating frame)
135.30338 <pathGenerator> [DEBUG]:	(adjusted target)
135.30338 <pathGenerator> [DEBUG]:	(Target: (157.50, 392.50))
135.30338 <pathGenerator> [DEBUG]:	(From:   (272.00, 300.00))
135.30338 <pathGenerator> [DEBUG]:	(Angle to target: 2.45 rad)
135.30338 <pathGenerator> [DEBUG]:	(Rotation applied: -0.02 rad)
135.30338 <pathGenerator> [DEBUG]:	(Movement: 147.20 px)
135.30638 <client sender> [STATUS]:	(create movement 147.19544829919164)
135.30638 <client sender> [COMMAND]:	(sending command drive 1.4719544829919164)
135.30638 <client sender> [STATUS]:	(has ball False)
136.75943 <client reciever> [RESPONSE]:	(modified OK)
136.75943 <client Loop> [FPS]:	(0.6715440005558969)
136.76047 <client Loop> [STATUS]:	(generating frame)
136.79225 <pathGenerator> [DEBUG]:	(adjusted target)
136.79225 <pathGenerator> [DEBUG]:	(Target: (157.50, 392.50))
136.79225 <pathGenerator> [DEBUG]:	(From:   (234.00, 351.00))
136.79225 <pathGenerator> [DEBUG]:	(Angle to target: 2.50 rad)
136.79225 <pathGenerator> [DEBUG]:	(Rotation applied: -0.14 rad)
136.79225 <pathGenerator> [DEBUG]:	(Movement: 92.34 px)
136.79525 <client sender> [STATUS]:	(create rotate -0.14020309800873187)
136.79525 <client sender> [COMMAND]:	(sending command rotate 2.6776819301864574)
136.79525 <client sender> [STATUS]:	(has ball False)
138.26034 <client reciever> [RESPONSE]:	(modified OK)
138.26034 <client Loop> [FPS]:	(0.6667238920373441)
138.26034 <client Loop> [STATUS]:	(generating frame)
138.29736 <pathGenerator> [DEBUG]:	(adjusted target)
138.29736 <pathGenerator> [DEBUG]:	(Target: (157.50, 392.50))
138.29736 <pathGenerator> [DEBUG]:	(From:   (188.00, 386.00))
138.29736 <pathGenerator> [DEBUG]:	(Angle to target: 2.57 rad)
138.29736 <pathGenerator> [DEBUG]:	(Rotation applied: -0.12 rad)
138.29736 <pathGenerator> [DEBUG]:	(Movement: 38.13 px)
138.30079 <client sender> [STATUS]:	(create rotate -0.12027297597655906)
138.30079 <client sender> [COMMAND]:	(sending command rotate 2.2970446376450586)
138.30079 <client sender> [STATUS]:	(has ball False)
138.36177 <client reciever> [RESPONSE]:	(modified OK)
138.36277 <client Loop> [FPS]:	(9.762709339540297)
138.36277 <client Loop> [STATUS]:	(generating frame)
138.39489 <pathGenerator> [DEBUG]:	(adjusted target)
138.39489 <pathGenerator> [DEBUG]:	(Target: (240.50, 332.50))
138.39489 <pathGenerator> [DEBUG]:	(From:   (253.00, 358.00))
138.39489 <pathGenerator> [DEBUG]:	(Angle to target: -0.63 rad)
138.39489 <pathGenerator> [DEBUG]:	(Rotation applied: 0.30 rad)
138.39489 <pathGenerator> [DEBUG]:	(Movement: 56.14 px)
138.39789 <client sender> [STATUS]:	(create rotate 0.3025118807613444)
138.39789 <client sender> [COMMAND]:	(sending command rotate -5.77755134006328)
138.39789 <client sender> [STATUS]:	(has ball False)
138.45806 <client reciever> [RESPONSE]:	(modified OK)
138.45806 <client Loop> [FPS]:	(10.493551461960505)
138.45806 <client Loop> [STATUS]:	(generating frame)
138.48729 <pathGenerator> [DEBUG]:	(adjusted target)
138.48729 <pathGenerator> [DEBUG]:	(Target: (351.50, 253.50))
138.48729 <pathGenerator> [DEBUG]:	(From:   (219.00, 353.00))
138.48729 <pathGenerator> [DEBUG]:	(Angle to target: -0.52 rad)
138.48729 <pathGenerator> [DEBUG]:	(Rotation applied: 0.85 rad)
138.48729 <pathGenerator> [DEBUG]:	(Movement: 188.16 px)
138.49029 <client sender> [STATUS]:	(create rotate 0.8520506260406576)
138.49029 <client sender> [COMMAND]:	(sending command rotate -16.27296826786976)
138.49029 <client sender> [STATUS]:	(has ball False)
138.58346 <client reciever> [RESPONSE]:	(modified OK)
138.58346 <client Loop> [FPS]:	(7.97485649531031)
138.58449 <client Loop> [STATUS]:	(generating frame)
138.61601 <pathGenerator> [DEBUG]:	(adjusted target)
138.61601 <pathGenerator> [DEBUG]:	(Target: (351.50, 253.50))
138.61601 <pathGenerator> [DEBUG]:	(From:   (162.00, 387.00))
138.61601 <pathGenerator> [DEBUG]:	(Angle to target: -0.48 rad)
138.61601 <pathGenerator> [DEBUG]:	(Rotation applied: 2.74 rad)
138.61601 <pathGenerator> [DEBUG]:	(Movement: 117.62 px)
138.61902 <client sender> [STATUS]:	(create rotate 2.7367114564868014)
138.61902 <client sender> [COMMAND]:	(sending command rotate -52.26733873393138)
138.61902 <client sender> [STATUS]:	(has ball False)
138.84625 <client reciever> [RESPONSE]:	(modified OK)
138.84625 <client Loop> [FPS]:	(3.8202342980076835)
138.84625 <client Loop> [STATUS]:	(generating frame)
138.87585 <pathGenerator> [DEBUG]:	(adjusted target)
138.87585 <pathGenerator> [DEBUG]:	(Target: (350.50, 253.50))
138.87585 <pathGenerator> [DEBUG]:	(From:   (162.00, 388.00))
138.87585 <pathGenerator> [DEBUG]:	(Angle to target: -0.56 rad)
138.87585 <pathGenerator> [DEBUG]:	(Rotation applied: 2.98 rad)
138.87585 <pathGenerator> [DEBUG]:	(Movement: 60.98 px)
138.87951 <client sender> [STATUS]:	(create rotate 2.9833192867822964)
138.87960 <client sender> [COMMAND]:	(sending command rotate -56.977201357534824)
138.87960 <client sender> [STATUS]:	(has ball False)
139.44913 <client reciever> [RESPONSE]:	(modified OK)
139.44913 <client Loop> [FPS]:	(1.6587258713216249)
139.44913 <client Loop> [STATUS]:	(generating frame)
139.48376 <pathGenerator> [DEBUG]:	(adjusted target)
139.48376 <pathGenerator> [DEBUG]:	(Target: (350.50, 253.50))
139.48376 <pathGenerator> [DEBUG]:	(From:   (162.00, 388.00))
139.48376 <pathGenerator> [DEBUG]:	(Angle to target: -0.56 rad)
139.48376 <pathGenerator> [DEBUG]:	(Rotation applied: 2.98 rad)
139.48376 <pathGenerator> [DEBUG]:	(Movement: 60.98 px)
139.48679 <client sender> [STATUS]:	(create rotate 2.9833192867822964)
139.48679 <client sender> [COMMAND]:	(sending command rotate -56.977201357534824)
139.48702 <client sender> [STATUS]:	(has ball False)
140.08806 <client reciever> [RESPONSE]:	(modified OK)
140.08806 <client Loop> [FPS]:	(1.5651123896123476)
140.08806 <client Loop> [STATUS]:	(generating frame)
140.12152 <pathGenerator> [DEBUG]:	(adjusted target)
140.12152 <pathGenerator> [DEBUG]:	(Target: (350.50, 253.50))
140.12152 <pathGenerator> [DEBUG]:	(From:   (162.00, 389.00))
140.12152 <pathGenerator> [DEBUG]:	(Angle to target: -0.51 rad)
140.12152 <pathGenerator> [DEBUG]:	(Rotation applied: 2.84 rad)
140.12152 <pathGenerator> [DEBUG]:	(Movement: 85.94 px)
140.12427 <client sender> [STATUS]:	(create rotate 2.838687276461005)
140.12427 <client sender> [COMMAND]:	(sending command rotate -54.21493343290064)
140.12427 <client sender> [STATUS]:	(has ball False)
140.75987 <client reciever> [RESPONSE]:	(modified OK)
140.75987 <client Loop> [FPS]:	(1.4885083700346726)
140.75987 <client Loop> [STATUS]:	(generating frame)
140.79198 <pathGenerator> [DEBUG]:	(adjusted target)
140.79198 <pathGenerator> [DEBUG]:	(Target: (350.50, 253.50))
140.79198 <pathGenerator> [DEBUG]:	(From:   (163.00, 391.00))
140.79198 <pathGenerator> [DEBUG]:	(Angle to target: -0.46 rad)
140.79198 <pathGenerator> [DEBUG]:	(Rotation applied: 2.69 rad)
140.79198 <pathGenerator> [DEBUG]:	(Movement: 114.65 px)
140.79577 <client sender> [STATUS]:	(create rotate 2.693965035806559)
140.79577 <client sender> [COMMAND]:	(sending command rotate -51.45094223584184)
140.79577 <client sender> [STATUS]:	(has ball False)
141.39334 <client reciever> [RESPONSE]:	(modified OK)
141.39388 <client Loop> [FPS]:	(1.5772643704354687)
141.39388 <client Loop> [STATUS]:	(generating frame)
141.42618 <pathGenerator> [DEBUG]:	(adjusted target)
141.42618 <pathGenerator> [DEBUG]:	(Target: (350.50, 253.50))
141.42618 <pathGenerator> [DEBUG]:	(From:   (162.00, 392.00))
141.42618 <pathGenerator> [DEBUG]:	(Angle to target: -0.43 rad)
141.42618 <pathGenerator> [DEBUG]:	(Rotation applied: 2.59 rad)
141.42618 <pathGenerator> [DEBUG]:	(Movement: 137.13 px)
141.42924 <client sender> [STATUS]:	(create rotate 2.588456717224203)
141.42924 <client sender> [COMMAND]:	(sending command rotate -49.435881783078266)
141.42924 <client sender> [STATUS]:	(has ball False)
141.97852 <client reciever> [RESPONSE]:	(modified OK)
141.97852 <client Loop> [FPS]:	(1.7104486401002217)
141.97940 <client Loop> [STATUS]:	(generating frame)
142.01029 <pathGenerator> [DEBUG]:	(adjusted target)
142.01029 <pathGenerator> [DEBUG]:	(Target: (350.50, 253.50))
142.01029 <pathGenerator> [DEBUG]:	(From:   (162.00, 393.00))
142.01029 <pathGenerator> [DEBUG]:	(Angle to target: -0.39 rad)
142.01029 <pathGenerator> [DEBUG]:	(Rotation applied: 2.48 rad)
142.01029 <pathGenerator> [DEBUG]:	(Movement: 160.55 px)
142.01350 <client sender> [STATUS]:	(create rotate 2.4762438062875667)
142.01350 <client sender> [COMMAND]:	(sending command rotate -47.292773048562715)
142.01350 <client sender> [STATUS]:	(has ball False)
142.56030 <client reciever> [RESPONSE]:	(modified OK)
142.56030 <client Loop> [FPS]:	(1.7214456304347916)
142.56134 <client Loop> [STATUS]:	(generating frame)
142.59283 <pathGenerator> [DEBUG]:	(adjusted target)
142.59283 <pathGenerator> [DEBUG]:	(Target: (350.50, 253.50))
142.59283 <pathGenerator> [DEBUG]:	(From:   (163.00, 394.00))
142.59283 <pathGenerator> [DEBUG]:	(Angle to target: -0.36 rad)
142.59283 <pathGenerator> [DEBUG]:	(Rotation applied: 2.34 rad)
142.59283 <pathGenerator> [DEBUG]:	(Movement: 186.92 px)
142.59587 <client sender> [STATUS]:	(create rotate 2.344836788231344)
142.59591 <client sender> [COMMAND]:	(sending command rotate -44.783083870889065)
142.59591 <client sender> [STATUS]:	(has ball False)
143.09934 <client reciever> [RESPONSE]:	(modified OK)
143.09934 <client Loop> [FPS]:	(1.858712626807837)
143.09934 <client Loop> [STATUS]:	(generating frame)
143.13038 <pathGenerator> [DEBUG]:	(adjusted target)
143.13038 <pathGenerator> [DEBUG]:	(Target: (350.50, 253.50))
143.13038 <pathGenerator> [DEBUG]:	(From:   (166.00, 395.00))
143.13038 <pathGenerator> [DEBUG]:	(Angle to target: -0.34 rad)
143.13038 <pathGenerator> [DEBUG]:	(Rotation applied: 2.23 rad)
143.13038 <pathGenerator> [DEBUG]:	(Movement: 207.67 px)
143.13339 <client sender> [STATUS]:	(create rotate 2.2296513153305835)
143.13339 <client sender> [COMMAND]:	(sending command rotate -42.58320338474503)
143.13339 <client sender> [STATUS]:	(has ball False)
143.63138 <client reciever> [RESPONSE]:	(modified OK)
143.63238 <client Loop> [FPS]:	(1.8760517920944952)
143.63238 <client Loop> [STATUS]:	(generating frame)
143.68549 <pathGenerator> [DEBUG]:	(adjusted target)
143.68549 <pathGenerator> [DEBUG]:	(Target: (350.50, 253.50))
143.68549 <pathGenerator> [DEBUG]:	(From:   (175.00, 397.00))
143.68549 <pathGenerator> [DEBUG]:	(Angle to target: -0.31 rad)
143.68549 <pathGenerator> [DEBUG]:	(Rotation applied: 2.04 rad)
143.68549 <pathGenerator> [DEBUG]:	(Movement: 236.46 px)
143.68886 <client sender> [STATUS]:	(create rotate 2.0377475577745607)
143.68886 <client sender> [COMMAND]:	(sending command rotate -38.91811159119107)
143.68886 <client sender> [STATUS]:	(has ball False)
144.11914 <client reciever> [RESPONSE]:	(modified OK)
144.11914 <client Loop> [FPS]:	(2.0543767935922195)
144.11914 <client Loop> [STATUS]:	(generating frame)
144.15430 <pathGenerator> [DEBUG]:	(adjusted target)
144.15430 <pathGenerator> [DEBUG]:	(Target: (350.50, 253.50))
144.15430 <pathGenerator> [DEBUG]:	(From:   (208.00, 397.00))
144.15430 <pathGenerator> [DEBUG]:	(Angle to target: -0.31 rad)
144.15430 <pathGenerator> [DEBUG]:	(Rotation applied: 1.59 rad)
144.15430 <pathGenerator> [DEBUG]:	(Movement: 271.02 px)
144.15730 <client sender> [STATUS]:	(create rotate 1.5873437080252768)
144.15730 <client sender> [COMMAND]:	(sending command rotate -30.316031702164924)
144.15730 <client sender> [STATUS]:	(has ball False)
144.56687 <client reciever> [RESPONSE]:	(modified OK)
144.56747 <client Loop> [FPS]:	(2.2305286937728406)
144.56747 <client Loop> [STATUS]:	(generating frame)
144.60076 <pathGenerator> [DEBUG]:	(adjusted target)
144.60076 <pathGenerator> [DEBUG]:	(Target: (350.50, 253.50))
144.60076 <pathGenerator> [DEBUG]:	(From:   (237.00, 384.00))
144.60076 <pathGenerator> [DEBUG]:	(Angle to target: -0.33 rad)
144.60076 <pathGenerator> [DEBUG]:	(Rotation applied: 1.20 rad)
144.60076 <pathGenerator> [DEBUG]:	(Movement: 259.63 px)
